Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition,AdjOffSQ,AdjDefSQ,Rim3Rate,KillShotsScored,KillShotsConceded,BPR,PaceVar,RecentForm
Murray State,0.0,107.4,0.0,0.0,0.0,69.7,0.535,0.0,17.2,0.0,54.5,29.5,0.318,0.394,-6.08,0,0,0,0,0,0,0.0,0.0,105.81846051739265,95.97624053855164,0.5061162388143127,11.7,7.9,2.434892264560162,2.6488099308397746,0.5353217813579196
Navy,0.0,99.9,0.0,0.0,0.0,62.6,0.468,0.0,15.9,0.0,53.3,33.6,0.391,0.323,-5.74,0,0,0,0,0,0,0.0,0.0,103.78388437996517,96.10967580385234,0.5424727751460598,8.1,5.7,0.14425431479302123,2.7864739060594483,1.3750757659898538
NC State,0.0,105.3,0.0,0.0,0.0,70.6,0.509,0.0,14.7,0.0,49.0,28.8,0.356,0.285,7.14,0,0,0,0,0,0,0.0,0.0,105.27847743364768,100.71655172494181,0.3754669511311729,7.4,7.8,5.741611513715618,4.265606852107113,-1.7579396552716253
Nebraska,0.0,94.1,0.0,0.0,0.0,72.8,0.468,0.0,14.2,0.0,44.0,22.1,0.396,0.29,10.66,0,0,0,0,0,0,0.0,0.0,95.7032973751679,95.95493464847686,0.5455387089349352,9.8,9.0,-2.9559561841529867,4.447237053551462,2.4900904970636204
Nevada,0.0,107.2,0.0,0.0,0.0,71.7,0.529,0.0,14.9,0.0,51.8,25.2,0.429,0.283,4.14,0,0,0,0,0,0,0.0,0.0,105.81971652546261,103.60584031876074,0.4853083397439476,7.8,7.6,3.701391405414089,1.8552877259157707,-2.0411518146631966
Nevada-Las Vegas,0.0,104.4,0.0,0.0,0.0,67.2,0.497,0.0,16.4,0.0,54.7,34.0,0.402,0.341,4.76,0,0,0,0,0,0,0.0,0.0,100.44673793292618,104.33838001329332,0.33836779012898693,5.7,3.9,1.574680754602324,2.6395843282431266,-2.831069330009507
New Hampshire,0.0,97.9,0.0,0.0,0.0,69.7,0.477,0.0,15.9,0.0,54.0,29.4,0.418,0.256,-6.28,0,0,0,0,0,0,0.0,0.0,101.51315303844721,96.25990434465422,0.30762838912913565,8.4,6.4,-0.1622559927888706,3.591417008137885,2.500658152874501
New Mexico,0.0,105.1,0.0,0.0,0.0,73.0,0.526,0.0,17.4,0.0,49.5,27.6,0.368,0.375,2.63,0,0,0,0,0,0,0.0,0.0,101.7976232749246,102.6393835170535,0.5782545895811334,8.0,8.3,5.946391178687977,3.113448969712034,-0.4409549384238103
New Mexico State,0.0,110.1,0.0,0.0,0.0,64.6,0.539,0.0,17.2,0.0,56.4,34.8,0.469,0.314,-4.24,0,0,0,0,0,0,0.0,0.0,108.08825627901005,101.02740894666779,0.45708999743098094,5.8,3.8,6.594102790335956,3.237173827040757,-1.1282325641183988
New Orleans,0.0,103.6,0.0,0.0,0.0,72.8,0.507,0.0,16.9,0.0,47.7,28.6,0.265,0.393,-4.73,0,0,0,0,0,0,0.0,0.0,101.97416621818381,100.56983604434674,0.5416104297940378,12.1,5.0,1.0105339790328611,2.1147300670327414,1.1348255909552218
Niagara,0.0,98.0,0.0,0.0,0.0,66.5,0.497,0.0,14.5,0.0,41.1,17.7,0.366,0.244,-4.33,0,0,0,0,0,0,0.0,0.0,97.86414053455424,96.80912422415614,0.5208878200935508,9.4,8.7,-0.03298185119304675,4.072092153078089,-2.3473542736945054
Nicholls State,0.0,104.6,0.0,0.0,0.0,73.0,0.507,0.0,15.9,0.0,48.9,30.8,0.372,0.254,-6.02,0,0,0,0,0,0,0.0,0.0,102.02868869549057,96.49539111358682,0.5181387459389132,5.6,7.8,5.014989428792383,1.7384143884318375,-0.18914844221724403
NJIT,0.0,94.8,0.0,0.0,0.0,67.0,0.453,0.0,14.3,0.0,48.0,25.1,0.333,0.306,-4.83,0,0,0,0,0,0,0.0,0.0,92.44252426874152,103.83599522890594,0.35513596993262225,7.2,4.5,-0.8066444260123868,2.6183803582473,1.2635110762113941
Norfolk State,0.0,99.9,0.0,0.0,0.0,70.3,0.481,0.0,17.1,0.0,51.2,31.1,0.413,0.336,-9.39,0,0,0,0,0,0,0.0,0.0,95.66210272637467,101.1123284448302,0.5231097228733417,6.7,7.8,-4.671437600554798,2.3114634571806816,1.0211676316617064
North Alabama,0.0,97.8,0.0,0.0,0.0,70.0,0.488,0.0,18.4,0.0,51.0,28.5,0.367,0.38,-5.82,0,0,0,0,0,0,0.0,0.0,95.83123470130518,103.6604785761701,0.3448245758264126,10.4,4.9,-2.620203208357038,3.4167651131771613,-1.8520348355223226
North Carolina,0.0,101.1,0.0,0.0,0.0,70.4,0.464,0.0,15.2,0.0,55.0,35.3,0.289,0.335,10.05,0,0,0,0,0,0,0.0,0.0,101.73596890905965,98.26141825876022,0.3014819006359247,7.6,7.7,3.9540922130911564,1.7833460700434487,2.162187660588283
North Carolina A&T,0.0,95.2,0.0,0.0,0.0,75.2,0.477,0.0,17.6,0.0,49.2,28.8,0.319,0.409,-7.86,0,0,0,0,0,0,0.0,0.0,92.43421203140343,95.910080327519,0.5955877426516998,6.3,9.4,-4.052898473058335,1.7174660135331803,1.957240141857473
North Carolina Central,0.0,98.7,0.0,0.0,0.0,69.6,0.512,0.0,19.0,0.0,49.4,29.0,0.349,0.341,-8.86,0,0,0,0,0,0,0.0,0.0,102.23803297733981,104.66166816231683,0.42412872287315573,11.7,6.0,3.969994501928819,2.4984395651713447,1.411260443541673
North Dakota,0.0,105.4,0.0,0.0,0.0,70.5,0.525,0.0,16.7,0.0,51.9,26.0,0.407,0.351,-1.38,0,0,0,0,0,0,0.0,0.0,106.69397920961221,98.14859577299542,0.3821591226499095,11.4,7.8,-0.009819042379888732,1.9726958397526624,0.6878893768920595
North Dakota State,0.0,109.8,0.0,0.0,0.0,67.8,0.526,0.0,13.2,0.0,52.6,23.1,0.454,0.327,-3.94,0,0,0,0,0,0,0.0,0.0,109.96344161736386,96.58669961653194,0.3481647437985598,9.0,7.4,5.470538343189149,2.739260054427955,-1.7092420671295747
North Florida,0.0,112.5,0.0,0.0,0.0,69.6,0.549,0.0,14.9,0.0,48.8,28.4,0.522,0.275,-3.25,0,0,0,0,0,0,0.0,0.0,107.29954724521517,96.77237316440348,0.308922653546578,9.2,7.4,7.5309915262648275,4.465720907812306,-1.634971153548116
North Texas,0.0,109.0,0.0,0.0,0.0,64.9,0.561,0.0,18.4,0.0,52.4,29.7,0.41,0.309,1.66,0,0,0,0,0,0,0.0,0.0,113.4842666381502,99.95041964760537,0.3968119020827976,7.3,7.4,2.413391493590116,2.239565123698287,2.323492877826544
Northeastern,0.0,107.6,0.0,0.0,0.0,65.8,0.548,0.0,16.2,0.0,50.6,24.4,0.402,0.256,-3.28,0,0,0,0,0,0,0.0,0.0,102.68639120421851,101.95343455855156,0.37821600042548564,10.4,4.8,-0.4048676953074395,1.7143567266445823,-0.7801442388267366
Northern Arizona,0.0,104.4,0.0,0.0,0.0,67.7,0.508,0.0,14.9,0.0,50.7,27.5,0.347,0.307,-2.4,0,0,0,0,0,0,0.0,0.0,104.07119337904527,95.61659656697215,0.41637235046453436,11.1,4.7,0.48065638673551714,3.208427342620071,-0.4185412025374271
Northern Colorado,0.0,111.8,0.0,0.0,0.0,65.9,0.556,0.0,13.5,0.0,51.4,25.4,0.461,0.261,-2.8,0,0,0,0,0,0,0.0,0.0,107.51922325917214,95.48107793673202,0.5053689925810019,7.2,4.7,5.40920634269088,3.487647385681833,-0.40815634796205136
Northern Illinois,0.0,100.4,0.0,0.0,0.0,66.2,0.476,0.0,15.1,0.0,52.9,31.2,0.364,0.281,-2.16,0,0,0,0,0,0,0.0,0.0,96.9269699925275,102.55301742326944,0.501653582567231,9.5,6.5,-0.06250780413759655,3.0636062827541193,1.3497639096807228
Northern Iowa,0.0,112.8,0.0,0.0,0.0,65.9,0.556,0.0,15.7,0.0,55.2,29.8,0.415,0.264,1.45,0,0,0,0,0,0,0.0,0.0,112.47904317495235,97.47191248846376,0.3916262968116148,11.1,3.6,4.85530721148084,4.390743137064023,0.35183855316745505
Northern Kentucky,0.0,104.6,0.0,0.0,0.0,68.7,0.502,0.0,15.5,0.0,49.7,30.4,0.453,0.34,-4.65,0,0,0,0,0,0,0.0,0.0,100.2891903366755,99.52711528649718,0.36592078111861975,6.7,5.8,-1.5813504426487714,2.116419224074911,-1.5032245587991846
Northwestern,0.0,96.5,0.0,0.0,0.0,66.7,0.469,0.0,14.0,0.0,46.9,22.0,0.339,0.258,10.51,0,0,0,0,0,0,0.0,0.0,95.06739728901518,96.60416070961992,0.37646984608838246,10.6,5.7,-0.16746895086319014,4.4819161760975375,-2.848621735543259
Northwestern State,0.0,100.9,0.0,0.0,0.0,74.5,0.507,0.0,19.1,0.0,50.7,31.0,0.365,0.331,-7.07,0,0,0,0,0,0,0.0,0.0,100.7404218510368,104.34038271159092,0.3264668599910346,5.2,8.6,0.34803347598805395,3.978314831872381,-1.702238825663821
Notre Dame,0.0,106.8,0.0,0.0,0.0,69.0,0.504,0.0,12.4,0.0,49.8,26.9,0.451,0.25,5.62,0,0,0,0,0,0,0.0,0.0,103.21323438861863,96.25392887443125,0.31741804488874253,12.6,7.0,6.288004156575264,3.7532101003647207,0.00104901386505718
Oakland,0.0,99.0,0.0,0.0,0.0,67.5,0.484,0.0,17.4,0.0,50.0,29.1,0.379,0.378,-3.1,0,0,0,0,0,0,0.0,0.0,102.85403767620613,99.15937548939206,0.5465919759514045,7.4,6.5,1.1066249268634478,2.6123656563633744,2.0607298738115922
Ohio,0.0,103.8,0.0,0.0,0.0,68.8,0.522,0.0,16.3,0.0,51.3,27.1,0.425,0.292,0.17,0,0,0,0,0,0,0.0,0.0,103.85023654124323,103.96378638606711,0.4804311266735845,6.5,4.4,3.3335191544297444,4.41566803963274,-1.9962865826034595
Ohio State,0.0,107.9,0.0,0.0,0.0,66.8,0.523,0.0,16.6,0.0,53.8,30.7,0.414,0.367,10.24,0,0,0,0,0,0,0.0,0.0,110.6790369679304,104.55399940123733,0.33776785071105525,11.2,8.1,4.007446065411586,3.4109855221492733,-1.3279782623561707
Oklahoma,0.0,100.8,0.0,0.0,0.0,69.7,0.482,0.0,14.2,0.0,49.2,23.4,0.389,0.313,10.64,0,0,0,0,0,0,0.0,0.0,105.6257472664501,104.74062948313075,0.5219003757402191,9.3,4.7,-1.0484972053179278,2.2957475548983304,-0.46407404774189764
Oklahoma State,0.0,98.7,0.0,0.0,0.0,68.5,0.478,0.0,17.0,0.0,50.6,29.3,0.337,0.352,10.51,0,0,0,0,0,0,0.0,0.0,102.35283906647373,98.23133184586959,0.41391487751369416,8.6,4.5,-1.5654662003686566,4.268744267567222,1.549506117893158
Old Dominion,0.0,96.4,0.0,0.0,0.0,67.5,0.453,0.0,15.4,0.0,53.6,30.8,0.331,0.288,0.06,0,0,0,0,0,0,0.0,0.0,100.66585167416426,100.95537130038801,0.5786084280074061,10.6,6.0,-0.9726460013501638,3.4374115042743063,0.518843629984175
Omaha,0.0,102.3,0.0,0.0,0.0,70.7,0.5,0.0,14.9,0.0,50.1,27.2,0.3,0.271,-0.96,0,0,0,0,0,0,0.0,0.0,99.39584101704015,100.5140665643489,0.3914990398683253,7.7,8.5,-0.5957596929047033,4.026306216454172,2.6324253068830226
Oral Roberts,0.0,111.1,0.0,0.0,0.0,71.5,0.511,0.0,12.3,0.0,51.8,31.3,0.378,0.29,-1.58,0,0,0,0,0,0,0.0,0.0,112.08842168303661,95.76086248921771,0.436678477844243,6.4,5.1,5.221037933163608,4.365980815315352,2.347419579329639
Oregon,0.0,111.7,0.0,0.0,0.0,66.1,0.543,0.0,15.1,0.0,51.5,32.7,0.373,0.289,9.09,0,0,0,0,0,0,0.0,0.0,107.42363366861973,98.91765272046025,0.30230998959546435,9.8,8.0,7.039832053799613,3.3888834798200342,-0.6883016903801227
Oregon State,0.0,106.9,0.0,0.0,0.0,66.6,0.516,0.0,15.3,0.0,49.4,26.5,0.349,0.388,6.15,0,0,0,0,0,0,0.0,0.0,110.18815509932642,98.18015260478671,0.519637949835722,11.1,6.4,4.2237362696819165,2.9864102194591444,-1.5215384352768555
Pacific,0.0,103.1,0.0,0.0,0.0,65.9,0.498,0.0,15.5,0.0,56.3,33.5,0.283,0.348,0.19,0,0,0,0,0,0,0.0,0.0,102.61467549833723,98.76873423282665,0.4498650518286532,5.6,5.1,2.1702413995956027,4.4186397685351295,2.093317477770806
Penn State,0.0,105.1,0.0,0.0,0.0,71.4,0.495,0.0,13.6,0.0,50.8,29.3,0.396,0.31,9.25,0,0,0,0,0,0,0.0,0.0,108.7731029686922,100.60885533044788,0.39402904309525205,7.4,7.5,4.182116829186002,2.5400929942918116,-0.45775934889287573
Pennsylvania,0.0,102.6,0.0,0.0,0.0,71.6,0.53,0.0,15.8,0.0,49.0,22.8,0.446,0.249,-0.36,0,0,0,0,0,0,0.0,0.0,107.03440867311258,99.5481991786005,0.32477088578554675,12.2,8.5,3.704890139203101,2.4302728705290813,1.5555507067910745
Pepperdine,0.0,104.5,0.0,0.0,0.0,71.6,0.5,0.0,15.4,0.0,48.9,26.9,0.375,0.33,3.6,0,0,0,0,0,0,0.0,0.0,100.23823766345048,103.5473717297902,0.41367129260485536,8.2,6.9,2.3217711985626415,2.277624618898376,-2.632342326757591
Pittsburgh,0.0,98.4,0.0,0.0,0.0,66.0,0.451,0.0,15.6,0.0,48.5,32.8,0.317,0.351,7.32,0,0,0,0,0,0,0.0,0.0,96.23331819618834,96.70168678715969,0.5051799825600911,10.9,6.3,-0.958946644630296,3.126631100583712,0.8036641169315175
Portland,0.0,93.5,0.0,0.0,0.0,70.5,0.49,0.0,17.9,0.0,45.7,20.2,0.358,0.329,1.97,0,0,0,0,0,0,0.0,0.0,95.09460891121007,99.82764595771394,0.3188930033625314,6.3,4.8,-6.085022261686655,3.199976898039829,2.6407114169009915
Portland State,0.0,108.5,0.0,0.0,0.0,72.5,0.498,0.0,14.7,0.0,50.7,36.8,0.302,0.306,-2.43,0,0,0,0,0,0,0.0,0.0,109.27759165040327,96.14595064654408,0.5008084021826983,9.5,6.2,6.337824452922451,4.347611792386226,2.2454019243180454
Prairie View,0.0,98.2,0.0,0.0,0.0,72.7,0.484,0.0,17.5,0.0,49.5,28.1,0.269,0.404,-8.36,0,0,0,0,0,0,0.0,0.0,97.27831622308966,101.89108422991463,0.4724628956796476,11.5,6.2,-1.2297549966930985,1.565057232788169,0.0682782056177429
Presbyterian,0.0,99.5,0.0,0.0,0.0,67.2,0.508,0.0,18.9,0.0,50.2,26.6,0.358,0.347,-6.93,0,0,0,0,0,0,0.0,0.0,101.03738128652103,97.14231553966943,0.4767135243837671,11.9,4.8,-0.4848280832169557,1.715735547058228,1.9904980083285342
Princeton,0.0,106.0,0.0,0.0,0.0,67.2,0.541,0.0,16.7,0.0,50.9,25.5,0.439,0.278,-1.48,0,0,0,0,0,0,0.0,0.0,110.81712994147605,102.29226664051478,0.46712631899494395,9.4,6.1,4.404779038430048,2.173461051939913,1.543616830216511
Providence,0.0,102.3,0.0,0.0,0.0,69.6,0.473,0.0,16.1,0.0,51.6,33.7,0.366,0.359,8.19,0,0,0,0,0,0,0.0,0.0,107.2644920633461,95.19595902791154,0.5439202687407065,12.1,8.2,0.35196663218706636,3.0500082982105896,2.0733128488011996
Purdue,0.0,102.9,0.0,0.0,0.0,64.7,0.478,0.0,14.6,0.0,53.0,34.9,0.362,0.258,10.76,0,0,0,0,0,0,0.0,0.0,99.015211906736,95.68207485119531,0.4193847330244399,11.2,7.1,0.010388125289067851,3.054938905657033,0.30795352244829477
Purdue Fort Wayne,0.0,98.6,0.0,0.0,0.0,69.5,0.497,0.0,17.3,0.0,51.3,28.5,0.446,0.251,-3.2,0,0,0,0,0,0,0.0,0.0,101.1411885536205,95.08108350627393,0.34688276364891674,11.4,7.8,-2.073352806240987,1.7834024380638516,0.6923358896168681
Quinnipiac,0.0,101.0,0.0,0.0,0.0,68.9,0.509,0.0,17.6,0.0,51.2,26.9,0.513,0.282,-6.53,0,0,0,0,0,0,0.0,0.0,102.37489128332427,98.81166775752571,0.32301111768931057,7.1,5.3,0.2839727320546639,1.7933805449682034,-2.9622111979316847
Radford,0.0,110.2,0.0,0.0,0.0,65.0,0.533,0.0,14.1,0.0,53.1,31.5,0.39,0.317,-5.71,0,0,0,0,0,0,0.0,0.0,107.31646661902948,103.88439238229867,0.3009703787783969,10.3,8.2,5.589231522456797,1.8904625420099923,2.0750872879314626
Rhode Island,0.0,101.2,0.0,0.0,0.0,71.8,0.469,0.0,14.0,0.0,50.5,30.4,0.291,0.371,4.78,0,0,0,0,0,0,0.0,0.0,102.5304914667084,96.05319983968616,0.42686092009799786,6.9,5.2,0.38527223599122995,2.4059478293666325,-0.9255279531655929
Rice,0.0,103.5,0.0,0.0,0.0,71.4,0.518,0.0,16.6,0.0,49.7,25.5,0.505,0.334,-0.76,0,0,0,0,0,0,0.0,0.0,100.23572182639927,98.4222479535511,0.30733416115063644,10.1,6.1,2.4495622630393625,3.714338961511313,-1.8198650537490464
Richmond,0.0,107.8,0.0,0.0,0.0,69.3,0.535,0.0,14.1,0.0,49.4,22.6,0.379,0.278,2.76,0,0,0,0,0,0,0.0,0.0,106.61159647804278,104.3889586962367,0.5680454257462326,8.3,7.6,3.795690074185326,4.075301678860045,2.4686106384205417
Rider,0.0,99.9,0.0,0.0,0.0,71.8,0.491,0.0,17.0,0.0,53.4,30.6,0.333,0.408,-5.49,0,0,0,0,0,0,0.0,0.0,103.40486705208556,100.32476140701915,0.4223336479453503,6.0,7.3,0.721965998217579,2.8054820904697833,-2.3558561581470676
Robert Morris,0.0,103.4,0.0,0.0,0.0,67.5,0.516,0.0,16.4,0.0,49.6,29.4,0.398,0.258,-6.33,0,0,0,0,0,0,0.0,0.0,105.95503372346597,104.16817857543651,0.33076870426808713,5.8,5.9,1.8439245466256489,3.998006876156638,-1.3447651852601075
Rutgers,0.0,102.5,0.0,0.0,0.0,67.7,0.493,0.0,15.3,0.0,54.0,32.4,0.3,0.291,9.68,0,0,0,0,0,0,0.0,0.0,101.86631665461006,97.77178480964662,0.44840219737081627,5.2,5.8,1.2452749607954017,2.389844833732954,2.2644563651047394
Sacramento State,0.0,98.0,0.0,0.0,0.0,64.5,0.461,0.0,16.4,0.0,52.9,32.7,0.284,0.315,-2.76,0,0,0,0,0,0,0.0,0.0,93.2692415867171,99.65481503343005,0.3389860464163651,5.7,5.8,-0.624192398748269,2.485414015239833,-1.1062822666261254
Sacred Heart,0.0,105.0,0.0,0.0,0.0,69.9,0.494,0.0,16.8,0.0,54.7,36.2,0.392,0.336,-7.4,0,0,0,0,0,0,0.0,0.0,107.67881329752944,96.3477867539216,0.30475154295134177,11.9,3.9,5.526353068105365,3.845623176535085,-2.1147868320780847
Saint Francis (PA),0.0,110.0,0.0,0.0,0.0,70.3,0.521,0.0,14.9,0.0,52.2,32.3,0.295,0.335,-6.5,0,0,0,0,0,0,0.0,0.0,114.0925573870718,102.95884465057871,0.5414401774052152,10.8,7.6,6.352935218997189,4.242250139014192,1.1595678640575617
Saint Joseph's,0.0,96.5,0.0,0.0,0.0,71.3,0.466,0.0,15.8,0.0,47.3,26.1,0.497,0.291,4.93,0,0,0,0,0,0,0.0,0.0,95.71884800818506,99.17110822154493,0.5552904992138827,6.7,8.9,-2.80104833200392,4.158343622766241,1.5789569041222216
Saint Louis,0.0,103.1,0.0,0.0,0.0,68.7,0.5,0.0,15.6,0.0,54.6,34.0,0.271,0.401,3.07,0,0,0,0,0,0,0.0,0.0,104.84888479434801,101.79709425280998,0.45538172761294426,9.9,8.3,2.0264936367509563,3.0928391697548094,-1.3644275130115326
Saint Mary's (CA),0.0,112.4,0.0,0.0,0.0,65.0,0.551,0.0,13.2,0.0,51.4,25.1,0.362,0.302,5.24,0,0,0,0,0,0,0.0,0.0,112.90545815177816,101.81517017117892,0.5316785730407821,9.2,5.7,10.106483374736978,3.3839895490611442,-2.2351454177474928
Saint Peter's,0.0,96.3,0.0,0.0,0.0,68.6,0.46,0.0,19.7,0.0,53.9,35.6,0.325,0.38,-5.9,0,0,0,0,0,0,0.0,0.0,92.52011957197105,104.97650546487635,0.4111171140529276,9.7,4.8,-0.4541313487222598,2.748616007170689,2.564727905332339
Sam Houston,0.0,102.7,0.0,0.0,0.0,74.4,0.512,0.0,16.7,0.0,49.4,28.8,0.356,0.301,-6.5,0,0,0,0,0,0,0.0,0.0,106.64367953234819,102.45878484781556,0.313309992342546,9.4,4.5,1.9357058228201427,3.588882008114619,-0.07798484246747561
Samford,0.0,98.7,0.0,0.0,0.0,74.6,0.487,0.0,18.1,0.0,48.4,28.6,0.33,0.34,-1.13,0,0,0,0,0,0,0.0,0.0,101.71610455990668,100.88444345393393,0.5329456752178047,6.5,7.1,-0.9565886956793818,3.673722512599473,2.3831701546675705
San Diego,0.0,91.5,0.0,0.0,0.0,70.9,0.466,0.0,18.0,0.0,48.5,25.5,0.343,0.31,4.35,0,0,0,0,0,0,0.0,0.0,94.98233564427507,102.37232409725536,0.3522843670685385,6.7,9.7,-5.0344151870602785,4.132374230909863,-2.0649801904910996
San Diego State,0.0,113.3,0.0,0.0,0.0,66.1,0.548,0.0,14.3,0.0,52.5,28.9,0.42,0.285,3.93,0,0,0,0,0,0,0.0,0.0,116.00209352546554,101.89090246369874,0.458541158632545,12.3,6.5,8.405355054130656,2.451606092755748,-2.787316253218207
San Francisco,0.0,107.1,0.0,0.0,0.0,69.2,0.515,0.0,15.0,0.0,52.4,29.6,0.439,0.294,3.84,0,0,0,0,0,0,0.0,0.0,108.74492951369389,103.99981649803523,0.5051285665477162,8.4,6.7,6.484698700825689,2.7654163854577885,0.6748787381886834
San Jose State,0.0,93.9,0.0,0.0,0.0,74.1,0.458,0.0,16.5,0.0,46.0,24.5,0.46,0.339,5.15,0,0,0,0,0,0,0.0,0.0,92.6626490670978,104.51081733584434,0.5647590027483785,8.6,7.6,-2.8895902098198505,1.6216728819756492,2.6162902633223175
Santa Clara,0.0,103.4,0.0,0.0,0.0,73.0,0.528,0.0,16.7,0.0,48.9,21.7,0.371,0.351,0.63,0,0,0,0,0,0,0.0,0.0,108.28638206129236,95.36449399465128,0.5136254189080678,9.8,6.4,3.612145572163957,1.6293770759007236,-0.17101936894942416
Seattle,0.0,103.0,0.0,0.0,0.0,71.4,0.464,0.0,12.3,0.0,48.9,27.4,0.377,0.363,-3.91,0,0,0,0,0,0,0.0,0.0,108.12227361731088,99.191859173802,0.4494681841231978,7.9,5.0,1.8366535626846616,2.4066068876849886,1.9327073064773095
Seton Hall,0.0,105.3,0.0,0.0,0.0,71.0,0.514,0.0,16.3,0.0,50.3,29.2,0.405,0.348,9.95,0,0,0,0,0,0,0.0,0.0,103.48758711461106,101.2145803788093,0.35475855575277493,12.4,6.0,-0.7406804062943051,1.926729964504564,-2.3348561244903605
Siena,0.0,106.3,0.0,0.0,0.0,67.1,0.518,0.0,16.5,0.0,53.5,31.9,0.332,0.363,-5.66,0,0,0,0,0,0,0.0,0.0,102.19925059877849,103.80703212770467,0.3822346017204797,8.6,3.9,6.222586733554422,4.054635094594063,-0.3219416561431774
South Alabama,0.0,105.8,0.0,0.0,0.0,67.1,0.52,0.0,15.9,0.0,49.3,26.5,0.302,0.398,-1.03,0,0,0,0,0,0,0.0,0.0,107.82953971324608,98.37945369533895,0.5653676285643843,9.1,5.3,3.0751281604370355,1.62380532787698,0.4204781241237918
South Carolina,0.0,100.8,0.0,0.0,0.0,72.5,0.486,0.0,15.5,0.0,51.3,32.1,0.297,0.368,6.43,0,0,0,0,0,0,0.0,0.0,103.24165163527844,98.4542255009981,0.5497852757590023,10.8,6.5,1.082504153770675,3.6204366516180055,-1.9705364983593916
South Carolina State,0.0,99.5,0.0,0.0,0.0,69.1,0.481,0.0,17.9,0.0,51.5,30.3,0.299,0.397,-9.27,0,0,0,0,0,0,0.0,0.0,99.15185380233495,101.07589172513845,0.49289320710932105,9.2,7.9,0.48412600229150693,3.513657481296944,0.27257914396575833
South Carolina Upstate,0.0,99.3,0.0,0.0,0.0,69.8,0.483,0.0,15.6,0.0,47.4,26.3,0.365,0.335,-6.06,0,0,0,0,0,0,0.0,0.0,95.76418298512911,98.0381875319777,0.3268310299092208,11.9,8.7,-1.5195073292871526,2.7763604210570927,1.1810234048770596
South Dakota,0.0,111.4,0.0,0.0,0.0,71.4,0.557,0.0,13.7,0.0,50.5,20.2,0.33,0.393,-3.84,0,0,0,0,0,0,0.0,0.0,116.83665881618938,103.56452882928389,0.5552690944502525,7.9,6.0,7.047426885269173,3.5688768869417915,2.02009824728017
South Dakota State,0.0,110.3,0.0,0.0,0.0,69.8,0.554,0.0,16.2,0.0,53.1,28.9,0.364,0.327,-4.24,0,0,0,0,0,0,0.0,0.0,110.47852938890796,95.70649149720019,0.35127610921499686,11.9,6.8,5.079111826571808,3.3691794045128174,0.7181564367041322
South Florida,0.0,95.0,0.0,0.0,0.0,65.5,0.466,0.0,18.9,0.0,52.0,32.4,0.384,0.375,5.18,0,0,0,0,0,0,0.0,0.0,96.1756994982556,98.02152209793363,0.5480945014695369,11.3,9.2,-4.896133484172983,1.8704915329098601,-1.6482462955313428
Southeast Missouri State,0.0,95.9,0.0,0.0,0.0,68.8,0.472,0.0,17.0,0.0,47.8,25.5,0.345,0.354,-5.29,0,0,0,0,0,0,0.0,0.0,96.56013597068912,102.98207327963118,0.5392754963067384,5.2,6.3,0.8992199132271423,4.103169664523463,-1.7921213855110112
Southeastern Louisiana,0.0,92.9,0.0,0.0,0.0,74.0,0.469,0.0,19.3,0.0,46.0,28.8,0.357,0.317,-5.72,0,0,0,0,0,0,0.0,0.0,95.44217037993032,103.05068270754805,0.5432657584430512,5.3,9.4,-3.3027964297935144,1.5405773633916002,2.4334796825763965
Southern,0.0,99.6,0.0,0.0,0.0,69.5,0.486,0.0,17.1,0.0,52.8,32.1,0.296,0.343,-9.49,0,0,0,0,0,0,0.0,0.0,97.72289306469507,97.68589168549573,0.4560383478987179,6.7,7.8,2.812483349665594,3.204441538905549,0.9353160806702796
Southern California,0.0,99.3,0.0,0.0,0.0,70.0,0.495,0.0,17.7,0.0,52.3,30.6,0.321,0.354,7.22,0,0,0,0,0,0,0.0,0.0,98.19056200500526,98.2164839465408,0.3701191418652833,11.0,8.7,-0.7028374587132105,3.4727796491830265,-2.2894702946472556
Southern Illinois,0.0,96.8,0.0,0.0,0.0,64.3,0.497,0.0,17.5,0.0,45.8,20.5,0.412,0.33,0.37,0,0,0,0,0,0,0.0,0.0,101.07265630093333,101.14539286217304,0.5316204042207318,9.1,8.3,-0.3112996407290938,2.9016161271092034,-0.694903627930129
SIU Edwardsville,0.0,95.3,0.0,0.0,0.0,70.2,0.476,0.0,17.5,0.0,49.0,27.9,0.312,0.292,-5.71,0,0,0,0,0,0,0.0,0.0,97.81532622864944,103.19933866524751,0.4139553547612479,5.0,7.8,-2.054618294230287,4.422019918170676,2.045376215791057
Southern Methodist,0.0,108.3,0.0,0.0,0.0,66.0,0.521,0.0,16.9,0.0,53.0,34.1,0.428,0.317,3.5,0,0,0,0,0,0,0.0,0.0,111.33986447910543,96.88495003629811,0.34447246155425704,9.7,4.8,3.455821128223062,2.6152388676229665,0.6670876030327171
Southern Mississippi,0.0,95.3,0.0,0.0,0.0,68.7,0.49,0.0,19.0,0.0,51.3,27.9,0.3,0.25,2.35,0,0,0,0,0,0,0.0,0.0,93.96773759783872,102.5179732897871,0.5698854917161201,9.6,5.0,-3.424935619205094,2.4933702370752284,2.364028474304277
