Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,3PAr,SOS,Momentum,Intuition,AdjOffSQ,AdjDefSQ,Rim3Rate,KillShotsScored,KillShotsConceded,BPR,PaceVar,RecentForm
North Carolina Central,0.0,104.9,0.0,0.0,0.0,68.2,0.495,0.0,15.4,0.0,46.1,0.337,-8.49,0.0,0.0,105.5899763438184,99.9436319376727,0.5728979954112998,5.4,6.7,1.2458163942199423,2.875619966391115,1.5436990205773156
North Dakota,0.0,109.2,0.0,0.0,0.0,69.6,0.504,0.0,12.1,0.0,47.8,0.403,-3.51,0.0,0.0,109.3039135600539,97.14237975054444,0.38707592037714816,10.5,4.4,5.72599592440614,4.270135402056885,0.4366167094907436
North Dakota State,0.0,116.1,0.0,0.0,0.0,68.5,0.545,0.0,13.2,0.0,53.5,0.419,-5.78,0.0,0.0,112.8139099754471,98.85958929073983,0.5495247040489579,12.5,6.6,12.236217605146402,3.379836169466617,1.504308332642862
North Florida,0.0,109.4,0.0,0.0,0.0,72.5,0.536,0.0,15.2,0.0,45.2,0.511,-2.96,0.0,0.0,107.18651321064655,104.76437267440674,0.5169810446167665,7.7,7.6,6.055006217898644,3.094118894912156,1.553695285336577
North Texas,0.0,104.2,0.0,0.0,0.0,66.5,0.474,0.0,14.2,0.0,50.0,0.325,1.16,0.0,0.0,109.05136233808074,104.98559077016193,0.5709680720867903,9.1,5.8,2.117877508159944,2.5018693567016346,0.5512175585754095
Northeastern,0.0,107.1,0.0,0.0,0.0,69.6,0.524,0.0,14.4,0.0,47.5,0.378,-2.81,0.0,0.0,104.16709066175868,101.84459742021556,0.4682784989030226,10.5,4.3,1.7128787538767951,2.0511755445201683,-2.770469197056822
Northern Arizona,0.0,107.1,0.0,0.0,0.0,66.6,0.533,0.0,14.1,0.0,45.8,0.368,-1.2,0.0,0.0,102.81528030224044,95.55742955391942,0.5067272507792179,6.2,4.5,5.363184445262841,3.525749341499087,-0.9631831419140107
Northern Colorado,0.0,116.0,0.0,0.0,0.0,70.0,0.568,0.0,13.5,0.0,53.4,0.429,-2.45,0.0,0.0,111.94783739338101,104.69151690978782,0.5014774161439676,8.0,6.5,6.310798030037279,2.4846227809570256,-0.08398680492489552
Northern Illinois,0.0,99.7,0.0,0.0,0.0,69.7,0.486,0.0,18.2,0.0,50.6,0.45,-2.22,0.0,0.0,95.0760837400157,95.31439179862367,0.5354289346122992,5.1,7.1,0.9062293494294262,3.155508153420986,0.3826010797368391
Northern Iowa,0.0,109.1,0.0,0.0,0.0,63.7,0.548,0.0,13.2,0.0,49.2,0.399,1.52,0.0,0.0,105.98714002089699,98.62349704207783,0.4297159764583264,8.0,8.0,3.6441090165178145,1.5395041430011074,0.10235883806811508
Northern Kentucky,0.0,114.9,0.0,0.0,0.0,71.8,0.544,0.0,14.0,0.0,50.4,0.446,-4.65,0.0,0.0,120.51290667635458,102.17549574958123,0.3227086305744464,9.9,5.9,8.236214114341323,2.0695326929056255,-2.87164622417306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16302607812419,0.4561443303534489,0.0,0.0,0.0,4.348749125020708,-0.195425966493729
Northwestern,0.0,111.6,0.0,0.0,0.0,65.3,0.517,0.0,11.5,0.0,46.8,0.34,11.43,0.0,0.0,112.57516266651551,95.45394882732245,0.32732279401831793,9.4,7.3,7.818120891742421,2.535881985645799,0.6838859066004879
Northwestern State,0.0,103.5,0.0,0.0,0.0,65.7,0.494,0.0,15.6,0.0,47.8,0.338,-2.46,0.0,0.0,107.08684492517905,101.25507987299594,0.41123334619416907,6.6,7.4,4.011946893059649,1.5498628111662007,0.40783986776822445
Notre Dame,0.0,109.9,0.0,0.0,0.0,66.7,0.523,0.0,14.6,0.0,52.1,0.435,9.94,0.0,0.0,106.38628903397831,97.89453514233684,0.45663894604717364,9.2,8.0,7.670033483810865,2.8842231676234267,-0.7325649580728932
Oakland,0.0,115.7,0.0,0.0,0.0,71.4,0.533,0.0,12.7,0.0,49.0,0.339,-0.1,0.0,0.0,116.68398851607672,101.3538941270477,0.3553492724140545,13.7,7.3,10.355449295292058,1.799449719376459,-1.5774180925407917
Ohio,0.0,109.7,0.0,0.0,0.0,70.4,0.52,0.0,13.4,0.0,48.2,0.38,-1.33,0.0,0.0,113.56298001391313,98.10737743489943,0.598243640547335,13.0,5.2,5.78622320226447,3.2135629477827123,0.03579523459388234
Ohio State,0.0,118.6,0.0,0.0,0.0,66.5,0.565,0.0,13.6,0.0,51.6,0.401,12.1,0.0,0.0,120.90637696270578,97.59239428371063,0.3265474866333337,11.5,6.1,11.370746168902485,1.7227710756553747,-1.5649846136275407
Oklahoma,0.0,120.1,0.0,0.0,0.0,68.4,0.551,0.0,12.3,0.0,50.7,0.438,9.38,0.0,0.0,118.25927235119882,101.2645824139813,0.5895170826059698,6.9,7.4,12.210468729407129,1.6751467681638963,-2.043752805168076
Oklahoma State,0.0,112.6,0.0,0.0,0.0,74.0,0.521,0.0,13.8,0.0,50.6,0.359,10.57,0.0,0.0,109.63469961999638,102.8133338100816,0.313903454078057,10.4,6.4,5.263710165736722,1.6429576002161037,0.725477258126928
Old Dominion,0.0,107.4,0.0,0.0,0.0,70.4,0.508,0.0,13.5,0.0,48.4,0.362,-4.18,0.0,0.0,104.22630898630432,103.42980085271358,0.3800069190513631,11.8,4.5,3.425380782772277,2.7938289288927027,0.36189354655235517
Omaha,0.0,110.2,0.0,0.0,0.0,68.7,0.536,0.0,14.2,0.0,50.3,0.416,-3.48,0.0,0.0,107.53811445412015,100.7967504796754,0.40050669080727935,9.6,7.7,6.905985292946731,3.833324288220803,2.0050733954488527
Oral Roberts,0.0,104.3,0.0,0.0,0.0,69.8,0.502,0.0,16.5,0.0,49.6,0.461,-2.2,0.0,0.0,102.0583291278362,102.06333966054405,0.4260002486060895,7.3,4.0,0.3336703910939762,4.056852365822675,1.0304248101850315
Oregon,0.0,106.1,0.0,0.0,0.0,66.5,0.495,0.0,15.1,0.0,49.9,0.428,12.06,0.0,0.0,104.6861310968176,99.87321414399952,0.48520935155999506,8.6,5.6,3.9817006437797993,3.990660458411553,-2.709742852578957
Oregon State,0.0,105.8,0.0,0.0,0.0,66.2,0.505,0.0,15.7,0.0,48.2,0.443,3.83,0.0,0.0,108.00480575710773,103.82232561189856,0.39737013437551866,8.8,7.8,-0.5507330076035046,2.1113839997953443,0.8247659010203672
Pacific,0.0,109.9,0.0,0.0,0.0,65.9,0.53,0.0,16.8,0.0,56.3,0.355,2.84,0.0,0.0,105.22279396091776,103.63411329587944,0.5064067081986909,12.5,5.8,8.132679111864046,2.2589286278819922,-0.6464437575464037
Penn State,0.0,109.2,0.0,0.0,0.0,67.5,0.53,0.0,13.9,0.0,46.7,0.381,9.66,0.0,0.0,104.22685090491538,104.56323440388451,0.37190402118109145,12.3,4.3,6.421906193933311,4.273849241773541,-1.303549966025095
Pennsylvania,0.0,108.3,0.0,0.0,0.0,69.6,0.505,0.0,13.3,0.0,50.3,0.345,-1.97,0.0,0.0,109.56546376205932,95.22750286312302,0.37875039441646824,6.4,5.2,4.400275325499288,3.7836304262855465,1.80002223568612
Pepperdine,0.0,103.2,0.0,0.0,0.0,69.5,0.488,0.0,15.8,0.0,48.6,0.385,3.46,0.0,0.0,98.80148948745604,97.53357566837704,0.32917080594990406,11.0,8.6,-0.8665897327453038,1.590085940999324,-0.5088969023999115
Pittsburgh,0.0,108.4,0.0,0.0,0.0,64.5,0.51,0.0,14.6,0.0,51.9,0.426,9.9,0.0,0.0,113.17190577843427,103.4484030652479,0.4257066364356687,9.9,6.7,8.630058318648274,2.610705931392019,1.9778772300607679
Portland,0.0,104.8,0.0,0.0,0.0,70.5,0.518,0.0,17.0,0.0,49.8,0.348,3.97,0.0,0.0,106.10785065555214,99.5774471739363,0.44987106446026365,7.4,5.4,2.6197921247231597,2.734997599802966,1.6054452704399431
Portland State,0.0,109.3,0.0,0.0,0.0,69.6,0.517,0.0,14.3,0.0,53.0,0.345,-2.64,0.0,0.0,113.80596490831293,103.92242962557847,0.45185708074917935,6.5,8.0,6.2499065294611835,4.382368862920339,1.4714973158492781
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.55543831501339,0.47773420033242725,0.0,0.0,0.0,4.119224101948424,2.03347676602909
Prairie View,0.0,106.4,0.0,0.0,0.0,73.8,0.495,0.0,14.1,0.0,47.4,0.307,-9.91,0.0,0.0,106.7030836307027,96.21548528330544,0.30411624208412663,12.0,6.0,3.419942394527876,2.9581514870527457,2.191633766947069
Presbyterian,0.0,107.2,0.0,0.0,0.0,66.7,0.522,0.0,16.6,0.0,52.9,0.291,-5.2,0.0,0.0,108.57569549589263,100.40939629794595,0.34962693872517026,9.5,6.8,4.104404546670517,2.022224425455309,-1.0504191792319961
Princeton,0.0,105.1,0.0,0.0,0.0,64.7,0.5,0.0,14.8,0.0,49.8,0.446,-1.94,0.0,0.0,106.21738095017999,95.22724746799031,0.37955467052308434,10.9,7.6,5.226511477052417,1.9834345168298544,-2.45706820126873
Providence,0.0,115.0,0.0,0.0,0.0,72.3,0.55,0.0,14.5,0.0,51.7,0.405,9.54,0.0,0.0,117.69813864942546,96.57476074524224,0.45127788587523804,10.0,3.5,9.56420814402895,3.7059914103449874,-2.184187152248043
Purdue,0.0,124.6,0.0,0.0,0.0,65.4,0.577,0.0,11.8,0.0,55.7,0.414,13.6,0.0,0.0,122.69836279730193,98.66723401139265,0.5675793378622739,14.6,6.4,11.492849383154732,4.294516954172476,-1.4370014073000235
Purdue Fort Wayne,0.0,111.2,0.0,0.0,0.0,70.2,0.544,0.0,12.7,0.0,45.2,0.444,-2.7,0.0,0.0,110.85209334592217,99.45911191688444,0.3690985749779801,12.1,5.2,5.770156201329512,2.936527920858436,2.740301219462231
Queens (NC),0.0,118.7,0.0,0.0,0.0,71.0,0.567,0.0,13.1,0.0,48.9,0.47,-4.96,0.0,0.0,122.64466472754194,101.09357919983344,0.5320265526003108,8.2,7.3,12.262546776852664,3.504667553206458,1.6107786200747276
Quinnipiac,0.0,106.8,0.0,0.0,0.0,70.0,0.488,0.0,13.1,0.0,51.2,0.341,-7.0,0.0,0.0,106.95102643515656,103.36543800849749,0.5576535601541301,9.5,5.5,6.447440532430109,2.5170903954081965,-1.100422729695667
Radford,0.0,110.9,0.0,0.0,0.0,72.3,0.526,0.0,14.7,0.0,49.3,0.455,-6.18,0.0,0.0,115.7949524299691,97.12756967742146,0.4728109437847315,11.0,6.7,6.245703005899185,2.583587709972403,-1.647745051877335
Rhode Island,0.0,105.0,0.0,0.0,0.0,66.0,0.501,0.0,16.5,0.0,49.2,0.435,0.76,0.0,0.0,101.22974252830367,98.57282037714691,0.4801726603020979,10.3,5.5,6.749090863792585,2.148410333908142,1.5073138999794127
Rice,0.0,108.3,0.0,0.0,0.0,67.2,0.496,0.0,14.8,0.0,50.9,0.44,0.3,0.0,0.0,104.32241897419756,96.14698935830774,0.31889783112648773,10.5,5.4,2.9660359775871363,3.2270940891239888,2.961216514344063
Richmond,0.0,111.3,0.0,0.0,0.0,68.6,0.525,0.0,12.5,0.0,47.7,0.428,0.3,0.0,0.0,113.66761322372652,98.55396239862007,0.5701121967065438,11.5,5.9,3.8975822846617865,3.925340660344414,-2.7659601116558847
Rider,0.0,96.3,0.0,0.0,0.0,65.9,0.433,0.0,14.3,0.0,48.8,0.275,-4.99,0.0,0.0,91.49310803289418,98.94237892979359,0.5518077949001329,5.2,7.9,-1.6993046454908804,1.943420923505316,-1.7379849532407625
Robert Morris,0.0,114.5,0.0,0.0,0.0,66.4,0.549,0.0,15.6,0.0,55.2,0.401,-4.69,0.0,0.0,118.15816623064829,99.45573729681189,0.3141926246497874,12.0,7.3,4.507850736480082,3.5944462261258012,-1.5135982525722074
Rutgers,0.0,104.9,0.0,0.0,0.0,66.5,0.475,0.0,13.0,0.0,47.6,0.346,9.46,0.0,0.0,102.91391913314203,103.75697361830265,0.34353003333738547,9.1,4.1,3.609735338982098,2.958735811063403,0.4141014165677108
Sacramento State,0.0,106.1,0.0,0.0,0.0,72.9,0.482,0.0,12.6,0.0,46.3,0.368,-0.06,0.0,0.0,104.78338770270717,103.19869896823614,0.5250881668341889,11.3,5.1,2.952217945459492,2.6169006750951116,1.796359906940122
Sacred Heart,0.0,109.6,0.0,0.0,0.0,68.4,0.525,0.0,15.3,0.0,49.7,0.507,-8.04,0.0,0.0,107.63226594891407,98.52635183145743,0.33347880322719403,10.9,7.7,6.391810550178817,4.3431770051834,-1.5461254311231816
Saint Francis (PA),0.0,101.2,0.0,0.0,0.0,70.3,0.495,0.0,16.0,0.0,47.3,0.381,-5.82,0.0,0.0,104.55150973280732,102.3945991112304,0.36207499999389725,10.2,6.0,0.9057771692272496,4.154561993534936,0.4288871192149215
Saint Joseph's,0.0,106.9,0.0,0.0,0.0,68.3,0.499,0.0,14.6,0.0,52.0,0.449,0.97,0.0,0.0,103.83055591363028,95.77898434094257,0.4518170293255326,7.3,3.8,4.547582214450082,1.5734867650009363,-0.0836688016269671
Saint Louis,0.0,121.1,0.0,0.0,0.0,72.0,0.6,0.0,15.2,0.0,55.2,0.454,1.54,0.0,0.0,116.35920079504457,100.12289500992625,0.4956164715134128,11.3,6.7,12.61763969741393,1.7711586711321545,-0.10281348524828404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45393021625952,0.4168515713326611,0.0,0.0,0.0,4.423620834483801,-0.029379893178310468
Saint Mary's (CA),0.0,117.6,0.0,0.0,0.0,66.5,0.532,0.0,13.8,0.0,58.1,0.362,5.58,0.0,0.0,122.03298418208246,100.79767010881523,0.5718075845172217,7.3,5.9,10.21554166323663,3.19987364819569,2.823885275092188
Saint Peter's,0.0,106.6,0.0,0.0,0.0,65.9,0.474,0.0,14.5,0.0,50.8,0.392,-7.58,0.0,0.0,111.81547182268332,101.32378618844584,0.3365896788423363,6.7,8.3,4.344886501291281,1.6108188356822444,2.9397999491974245
Sam Houston,0.0,115.7,0.0,0.0,0.0,71.1,0.531,0.0,13.9,0.0,54.5,0.364,-0.41,0.0,0.0,112.54614943826712,97.47129154062992,0.48613129109007397,12.5,4.9,7.436281348641081,2.676916764747375,-0.0772585671279975
Samford,0.0,113.5,0.0,0.0,0.0,68.7,0.537,0.0,11.7,0.0,50.6,0.465,-6.09,0.0,0.0,118.11773114643576,100.5906110336948,0.5781957188151204,13.4,6.9,8.19394669320706,2.945889003083046,0.7782836802737678
San Diego,0.0,106.2,0.0,0.0,0.0,69.3,0.521,0.0,15.6,0.0,47.0,0.431,2.57,0.0,0.0,110.4604250387522,104.0143949852606,0.3079062951994159,11.5,3.9,6.816495557113001,1.6256543595444017,-0.23647594675699657
San Diego State,0.0,110.4,0.0,0.0,0.0,69.5,0.532,0.0,14.9,0.0,51.0,0.332,8.15,0.0,0.0,114.9200027757152,100.22182489410827,0.4298856306710515,8.0,7.5,6.85935343567019,3.2228765620010993,-2.8772011863836298
San Francisco,0.0,110.4,0.0,0.0,0.0,67.1,0.516,0.0,13.9,0.0,51.8,0.459,4.25,0.0,0.0,108.76792724910466,104.72228988315287,0.43610864767002505,10.7,6.6,4.158572160909921,3.378388954419926,0.7300720956501854
San Jose State,0.0,108.7,0.0,0.0,0.0,66.0,0.505,0.0,13.2,0.0,46.1,0.382,6.43,0.0,0.0,103.9559979472016,102.2710539248446,0.5549066839477405,10.0,6.3,7.347341255822018,2.8975426379984865,2.1361114700339634
Santa Clara,0.0,118.9,0.0,0.0,0.0,69.7,0.546,0.0,13.0,0.0,51.8,0.451,6.08,0.0,0.0,113.32457932983456,101.44509379097755,0.5978755233142918,6.3,3.4,7.594459876625952,4.088618881944462,-1.980594641837945
Seattle,0.0,103.7,0.0,0.0,0.0,69.0,0.502,0.0,14.8,0.0,47.9,0.383,2.73,0.0,0.0,105.12953155025848,104.37100103674865,0.5631118614282539,7.2,6.1,3.298419230390376,2.8382252105838184,-0.11927456373530831
Seton Hall,0.0,105.8,0.0,0.0,0.0,66.5,0.476,0.0,14.0,0.0,51.7,0.268,8.46,0.0,0.0,105.6893501694626,99.55209839645299,0.5865246643277005,6.8,8.4,3.0336789111376254,2.6565443800041093,-1.3744374561031263
Siena,0.0,109.3,0.0,0.0,0.0,64.3,0.506,0.0,13.8,0.0,52.1,0.319,-9.18,0.0,0.0,112.59914384304497,97.93078142400302,0.3787203088062213,10.5,6.8,2.3157863248243,3.0953148086539763,-2.1918751695205323
South Alabama,0.0,110.5,0.0,0.0,0.0,66.2,0.53,0.0,11.5,0.0,49.1,0.367,-6.74,0.0,0.0,110.49136235646547,98.16768075083371,0.49077940575211126,10.9,3.8,5.68643082426256,2.9404752690440077,0.5861724461482265
South Carolina,0.0,109.0,0.0,0.0,0.0,68.0,0.503,0.0,12.7,0.0,47.6,0.444,9.17,0.0,0.0,104.38690572590603,98.71565666379615,0.5098601816303576,9.3,6.7,6.546582192807955,2.642504180148124,-0.7519520899420402
South Carolina State,0.0,95.6,0.0,0.0,0.0,70.2,0.468,0.0,18.2,0.0,47.0,0.329,-8.61,0.0,0.0,94.45745989151186,95.62953295017888,0.589219554816053,8.6,6.6,-6.9814027952258915,2.8966929745339036,-1.8369822785016794
South Carolina Upstate,0.0,104.5,0.0,0.0,0.0,70.0,0.5,0.0,15.1,0.0,49.8,0.363,-5.54,0.0,0.0,102.39861931124257,95.38793513713665,0.3178847617030646,6.1,6.5,0.8969274604195367,3.0278374408641664,0.9205438309476619
South Dakota,0.0,110.0,0.0,0.0,0.0,71.3,0.51,0.0,14.2,0.0,50.0,0.356,-4.87,0.0,0.0,105.47241563445874,101.10459856266584,0.47341164686229265,12.2,7.0,3.749997258007048,4.235826482035297,-2.5204331964860502
South Dakota State,0.0,110.6,0.0,0.0,0.0,67.9,0.528,0.0,14.0,0.0,53.5,0.393,-2.94,0.0,0.0,115.99497772037915,95.92098181240294,0.45363043090969746,6.5,4.2,5.110748199869559,2.4560231129682277,0.2657441648121661
South Florida,0.0,118.1,0.0,0.0,0.0,73.3,0.514,0.0,12.4,0.0,53.2,0.442,2.43,0.0,0.0,123.4057884508586,99.28485234103024,0.32840537261495084,6.0,5.3,5.317431799056778,2.542984581532393,-0.7340497156508285
Southeast Missouri State,0.0,105.3,0.0,0.0,0.0,70.5,0.505,0.0,14.6,0.0,50.9,0.363,-7.81,0.0,0.0,108.52370926502624,97.50643607572096,0.4345631185366556,6.0,5.0,3.9676401057160424,3.110143780964796,2.8514644950885772
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.22279571676155,0.3268749197535796,0.0,0.0,0.0,4.290097522952265,0.9478334425545412
Southeastern Louisiana,0.0,98.4,0.0,0.0,0.0,65.8,0.47,0.0,16.3,0.0,48.1,0.397,-2.83,0.0,0.0,96.23730240446302,97.43839637503987,0.38895144132987075,7.1,8.1,0.3328771646511337,2.064590588081546,2.1975724400792673
Southern,0.0,108.7,0.0,0.0,0.0,72.5,0.51,0.0,14.1,0.0,50.2,0.325,-6.95,0.0,0.0,104.67259037503167,96.3519090318066,0.5782224584787188,10.8,8.2,6.518116995855916,3.4834318711179932,-0.350077363503668
Southern California,0.0,108.5,0.0,0.0,0.0,71.0,0.507,0.0,14.9,0.0,51.5,0.336,11.17,0.0,0.0,105.02768130189797,101.64325336138471,0.3746541346226613,9.9,7.2,2.2754354101860637,1.6447646064938828,2.8067354085703373
Southern Illinois,0.0,103.4,0.0,0.0,0.0,69.8,0.493,0.0,14.7,0.0,52.2,0.296,0.88,0.0,0.0,103.24986283917552,103.12551585841034,0.49909759055267106,5.6,7.6,5.4606834647711935,2.4066386614420883,-2.96886810057095
SIU Edwardsville,0.0,105.9,0.0,0.0,0.0,66.5,0.508,0.0,15.0,0.0,51.2,0.363,-10.24,0.0,0.0,110.62280840255225,99.58587999884864,0.43006524633152426,6.7,5.5,1.5931126572755032,3.5804369402741143,0.8386641274178555
Southern Indiana,0.0,99.1,0.0,0.0,0.0,68.8,0.449,0.0,14.4,0.0,48.4,0.405,-8.97,0.0,0.0,103.93650582748938,100.75771577286491,0.3446574938834714,5.0,5.0,-0.9064091854754874,1.8357632451895234,-1.3309825717556683
Southern Methodist,0.0,118.2,0.0,0.0,0.0,70.7,0.557,0.0,13.6,0.0,52.5,0.36,10.69,0.0,0.0,112.33663611559501,99.5045697133275,0.51618680483123,6.7,4.0,8.65969084481642,3.5516191076476793,2.02901244698319
Southern Mississippi,0.0,106.1,0.0,0.0,0.0,69.9,0.496,0.0,15.8,0.0,52.3,0.298,-4.5,0.0,0.0,108.33221992436178,95.9789858660626,0.3482458768890867,12.6,7.3,1.4928561610657927,3.106376286394607,-1.7877744965903475
Southern Utah,0.0,105.6,0.0,0.0,0.0,72.0,0.523,0.0,17.1,0.0,49.9,0.365,-0.21,0.0,0.0,106.85814146991962,99.61651828355166,0.3537689430731011,9.7,7.7,2.6914206415845436,3.652381907023143,0.5940558444559574
St. Bonaventure,0.0,112.4,0.0,0.0,0.0,67.4,0.526,0.0,14.3,0.0,52.4,0.315,1.69,0.0,0.0,116.69258354881894,96.17956697614346,0.425587558637129,8.8,4.8,7.33030155120008,2.1598611327886807,-2.765051249045692
St. John's (NY),0.0,114.5,0.0,0.0,0.0,71.0,0.51,0.0,12.4,0.0,52.9,0.338,10.84,0.0,0.0,116.321294525009,101.45435605307911,0.5106751655502604,12.4,6.5,4.714803384467579,2.347292037438861,-0.13203996141622154
St. Thomas,0.0,118.1,0.0,0.0,0.0,70.0,0.594,0.0,12.2,0.0,49.7,0.461,-5.28,0.0,0.0,120.18532013872127,100.14377625360503,0.5381894754560602,10.5,7.0,6.139702898129977,3.7048605302522706,1.3083188867217903
Stanford,0.0,111.8,0.0,0.0,0.0,67.9,0.517,0.0,13.3,0.0,50.4,0.442,9.28,0.0,0.0,107.78998805525315,98.82080141080354,0.4339396469118037,10.9,5.3,6.329446863590632,3.8272923826392047,-0.19354896648176134
Stephen F. Austin,0.0,114.6,0.0,0.0,0.0,66.7,0.521,0.0,11.6,0.0,53.0,0.397,-4.6,0.0,0.0,114.38619019452145,102.47827248938547,0.3130852728716971,8.8,7.7,5.165941238561874,3.3572156386263305,-1.947801486723976
Stetson,0.0,107.2,0.0,0.0,0.0,68.5,0.538,0.0,16.1,0.0,48.5,0.451,-4.68,0.0,0.0,112.47831305477838,102.81620746575496,0.42044994459147056,12.2,5.7,2.682040236831221,1.6972975008173228,-2.4966690230735393
Stonehill,0.0,97.5,0.0,0.0,0.0,67.1,0.48,0.0,16.6,0.0,51.6,0.406,-9.27,0.0,0.0,102.02451811471786,104.07908828830243,0.42272453786991254,11.2,4.3,4.790973941113868,3.8736838563316933,-2.639438707170557
Stony Brook,0.0,105.9,0.0,0.0,0.0,67.0,0.505,0.0,14.4,0.0,48.1,0.46,-3.67,0.0,0.0,104.11778397068807,100.29102355708235,0.3307929264746004,12.4,6.3,1.023630947658252,2.347720579570562,1.4295135018394822
Syracuse,0.0,108.5,0.0,0.0,0.0,67.8,0.526,0.0,13.9,0.0,48.0,0.372,9.55,0.0,0.0,109.29177092707727,101.38111944101762,0.3208049123950688,9.9,4.1,4.013283483431503,2.501286360920419,-0.5110653049601139
Tarleton State,0.0,103.2,0.0,0.0,0.0,71.4,0.49,0.0,17.2,0.0,48.8,0.246,-1.46,0.0,0.0,98.13735060370317,103.01508330416533,0.348123507801959,7.8,5.5,1.34593601592071,4.0732823115112025,1.9627265350840517
TCU,0.0,111.1,0.0,0.0,0.0,69.7,0.509,0.0,13.2,0.0,51.9,0.369,9.53,0.0,0.0,116.38774847282254,100.16436943400775,0.5006664336534032,7.7,4.2,5.543710865922185,1.9787060270118904,1.1332073782788916
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.40015814041536,0.5899637886775344,0.0,0.0,0.0,3.4614821896734753,-0.5300604911317839
Temple,0.0,112.2,0.0,0.0,0.0,65.6,0.508,0.0,11.9,0.0,50.1,0.36,-0.75,0.0,0.0,114.73096090047568,104.57231460564186,0.5567705768670886,8.1,6.4,4.997506207646128,1.5452826739441663,0.7838622377581002
Tennessee,0.0,116.8,0.0,0.0,0.0,67.3,0.516,0.0,13.9,0.0,58.8,0.317,12.02,0.0,0.0,116.51974963436585,104.25213804554319,0.3230565611521553,11.7,6.0,10.675570627445524,2.592308857302969,-0.47093367932666363
Tennessee State,0.0,111.5,0.0,0.0,0.0,72.0,0.51,0.0,14.3,0.0,53.0,0.306,-8.66,0.0,0.0,107.84376283476905,102.27019903714026,0.5992256945564632,13.3,5.7,7.0675582189211585,4.329358219336729,2.2674808795220853
Tennessee Tech,0.0,105.4,0.0,0.0,0.0,69.6,0.503,0.0,16.5,0.0,51.7,0.377,-7.88,0.0,0.0,104.97100548724117,98.59697916792084,0.3621501327280907,6.0,4.9,-1.8519988659285422,2.4126687193567093,1.3306613387544257
Tennessee-Martin,0.0,103.8,0.0,0.0,0.0,66.9,0.491,0.0,17.8,0.0,54.4,0.465,-9.05,0.0,0.0,107.52138026533112,101.29920656278874,0.3624968146634657,8.7,7.1,3.180429606672761,3.8141115690398766,1.341776377571371
Texas,0.0,120.1,0.0,0.0,0.0,69.2,0.55,0.0,13.5,0.0,55.4,0.36,10.31,0.0,0.0,116.61558640998605,98.92348366695524,0.39191027271336876,6.3,4.6,9.291328138005756,1.5925847229808756,-1.7938859456424106
Texas A&M,0.0,118.2,0.0,0.0,0.0,72.5,0.542,0.0,12.5,0.0,49.9,0.463,8.62,0.0,0.0,116.11334510508246,104.71032927015813,0.30572055734339937,9.0,6.1,9.699955475031658,2.372509320992214,1.1184132449900135
Texas A&M-Corpus Christi,0.0,105.9,0.0,0.0,0.0,68.2,0.514,0.0,16.6,0.0,53.0,0.319,-1.6,0.0,0.0,105.83634696012462,99.61340801828477,0.5874948708740096,9.7,4.9,1.1558641349581436,3.7178858111288733,1.7026861675847171
Texas Southern,0.0,103.7,0.0,0.0,0.0,71.2,0.503,0.0,16.5,0.0,50.0,0.321,-7.95,0.0,0.0,108.83530884600509,95.24463890532971,0.38415165874278345,7.5,5.1,6.305243739244503,3.581406500613316,1.6830056056381408
Texas State,0.0,107.7,0.0,0.0,0.0,67.8,0.509,0.0,15.9,0.0,53.6,0.248,-6.68,0.0,0.0,105.72267932861277,103.5093017988397,0.3771970246212036,5.6,7.5,3.727656319258978,2.1986736532269724,-0.051199854978131176
Texas Tech,0.0,117.9,0.0,0.0,0.0,67.9,0.562,0.0,13.6,0.0,52.0,0.48,14.15,0.0,0.0,113.73555217437735,102.01584300780911,0.4354437022724007,8.9,6.4,8.121579190423514,3.0420711186823772,2.463358229553646
Texas-Rio Grande Valley,0.0,112.6,0.0,0.0,0.0,66.6,0.557,0.0,15.7,0.0,50.5,0.441,-2.18,0.0,0.0,110.34288235822548,101.40285972091279,0.5192301573582837,6.0,7.8,1.9884110746739738,2.1932657789102707,-2.295571795682757
The Citadel,0.0,106.1,0.0,0.0,0.0,65.1,0.505,0.0,13.5,0.0,47.9,0.497,-5.89,0.0,0.0,105.77132423472653,98.96423790877155,0.3256203049962001,5.8,6.3,2.0296162814042926,3.810533955000736,-2.347753362091404
Toledo,0.0,116.0,0.0,0.0,0.0,69.8,0.548,0.0,12.7,0.0,49.3,0.323,-1.55,0.0,0.0,113.89734593888055,100.16050453044289,0.5533803111018388,10.6,7.6,6.680968723499863,3.4978681239294316,1.8531553597996482
